#Position (bp)	Coverage
596312.5	45.57729007633588
598408.5	28.10496183206107
600504.5	27.855916030534353
602600.5	29.55582061068702
604696.5	34.75954198473283
606792.5	27.89503816793893
608888.5	30.654103053435115
610984.5	30.639790076335878
613080.5	32.76192748091603
615176.5	37.07442748091603
617272.5	32.57442748091603
619368.5	29.30057251908397
621464.5	33.98139312977099
623560.5	37.28578244274809
625656.5	31.69942748091603
627752.5	27.69895038167939
629848.5	33.53864503816794
631944.5	32.49522900763359
634040.5	48.38454198473283
636136.5	34.34780534351145
638232.5	48.70610687022901
640328.5	47.19274809160305
642424.5	50.70753816793893
644520.5	76.17986641221374
646616.5	122.57013358778626
648712.5	37.467080152671755
650808.5	38.63167938931298
652904.5	45.70610687022901
655000.5	40.603530534351144
657096.5	50.70610687022901
659192.5	43.30820610687023
661288.5	37.50667938931298
663384.5	42.09828244274809
665480.5	40.20753816793893
667576.5	79.35448473282443
669672.5	46.70229007633588
671768.5	37.02337786259542
673864.5	46.50333969465649
675960.5	42.37166030534351
678056.5	46.00858778625954
680152.5	42.99379770992366
682248.5	42.92748091603053
684344.5	35.03912213740458
686440.5	83.12070610687023
688536.5	72.92366412213741
690632.5	159.07585877862596
692728.5	45.76240458015267
694824.5	48.2581106870229
696920.5	43.51001908396947
699016.5	75.62977099236642
701112.5	43.30486641221374
703208.5	82.60830152671755
705304.5	119.91841603053435
707400.5	131.75429389312978
709496.5	116.98998091603053
711592.5	30.015744274809162
713688.5	35.10973282442748
715784.5	28.157442748091604
717880.5	28.90696564885496
719976.5	29.90553435114504
722072.5	35.972328244274806
724168.5	27.63645038167939
726264.5	34.717557251908396
728360.5	30.817748091603054
730456.5	30.77671755725191
732552.5	29.72280534351145
734648.5	28.236164122137403
736744.5	27.094942748091604
738840.5	40.6793893129771
740936.5	58.92700381679389
743032.5	63.152671755725194
745128.5	43.06917938931298
747224.5	38.64456106870229
749320.5	52.83015267175573
751416.5	47.583492366412216
753512.5	49.73711832061068
755608.5	49.49045801526717
757704.5	37.31583969465649
759800.5	137.67891221374046
761896.5	38.26479007633588
763992.5	57.09828244274809
766088.5	66.3043893129771
768184.5	53.35734732824427
770280.5	50.82013358778626
772376.5	43.900763358778626
774472.5	175.30868320610688
776568.5	45.279580152671755
778664.5	67.09446564885496
780760.5	52.33015267175573
782856.5	45.209446564885496
784952.5	50.99284351145038
787048.5	40.66841603053435
789144.5	41.83635496183206
791240.5	85.78578244274809
793336.5	64.87261450381679
795432.5	55.1412213740458
797528.5	30.045324427480917
799624.5	46.642175572519086
801720.5	43.88788167938932
803816.5	45.645992366412216
805912.5	48.64265267175573
808008.5	40.19608778625954
810104.5	31.21564885496183
812200.5	25.603053435114504
814296.5	35.89503816793893
816392.5	28.571564885496183
818488.5	30.127385496183205
820584.5	53.11068702290076
822680.5	29.90267175572519
824776.5	33.520992366412216
826872.5	27.43082061068702
828968.5	34.52003816793893
831064.5	32.83253816793893
833160.5	28.93320610687023
835256.5	32.774809160305345
837208.5	29.76438053097345
