#Position (bp)	mapping quality
95750.5	60.0
96250.5	60.0
96750.5	60.0
97250.5	60.0
97750.5	60.0
98250.5	60.0
98750.5	60.0
99250.5	60.0
99750.5	60.0
100250.5	60.0
100750.5	60.0
101250.5	60.0
101750.5	60.0
102250.5	60.0
102750.5	60.0
103250.5	59.99957469108142
103750.5	60.0
104250.5	60.0
104750.5	59.99737469644928
105250.5	60.0
105750.5	60.0
106250.5	60.0
106750.5	60.0
107250.5	60.0
107750.5	60.0
108250.5	60.0
108750.5	60.0
109250.5	60.0
109750.5	60.0
110250.5	60.0
110750.5	60.0
111250.5	60.0
111750.5	60.0
112250.5	59.98717857397251
112750.5	60.0
113250.5	60.0
113750.5	60.0
114250.5	59.99935329496217
114750.5	60.0
115250.5	60.0
115750.5	60.0
116250.5	60.0
116750.5	60.0
117250.5	60.0
117750.5	60.0
118250.5	60.0
118750.5	60.0
119250.5	60.0
119750.5	60.0
120250.5	60.0
120750.5	60.0
121250.5	60.0
121750.5	60.0
122250.5	60.0
122750.5	60.0
123250.5	60.0
123750.5	60.0
124250.5	60.0
124750.5	60.0
125250.5	60.0
125750.5	59.991095692835565
126250.5	59.98147290412228
126750.5	59.96509985772251
127250.5	60.0
127750.5	60.0
128250.5	60.0
128750.5	60.0
129250.5	60.0
129750.5	60.0
130250.5	60.0
130750.5	60.0
131250.5	60.0
131750.5	60.0
132250.5	60.0
132750.5	60.0
133250.5	59.99602675319515
133750.5	60.0
134250.5	60.0
134750.5	60.0
135250.5	60.0
135750.5	60.0
136250.5	60.0
136750.5	60.0
137250.5	60.0
137750.5	59.99101796407186
138250.5	59.999320521386586
138750.5	60.0
139250.5	60.0
139750.5	60.0
140250.5	60.0
140750.5	60.0
141250.5	60.0
141750.5	59.800548769948726
142250.5	60.0
142750.5	60.0
143250.5	60.0
143750.5	60.0
144250.5	60.0
144750.5	60.0
145250.5	60.0
145750.5	60.0
146250.5	60.0
146750.5	60.0
147250.5	59.99649941656943
147750.5	60.0
148250.5	59.9959437533802
148750.5	60.0
149250.5	60.0
149750.5	60.0
150250.5	60.0
150750.5	60.0
151250.5	60.0
151750.5	59.99572953736655
152250.5	60.0
152750.5	60.0
153250.5	60.0
153750.5	60.0
154250.5	60.0
154750.5	60.0
155250.5	59.99422854944209
155750.5	60.0
156250.5	59.6472184531886
156750.5	59.73954420235412
157250.5	60.0
157750.5	59.99612528253148
158250.5	60.0
158750.5	60.0
159250.5	60.0
159750.5	59.996297895970876
160250.5	60.0
160750.5	60.0
161250.5	60.0
161750.5	60.0
162250.5	59.99811459778086
162750.5	59.99690304137219
163250.5	60.0
163750.5	60.0
164250.5	59.995778512629286
164750.5	60.0
165250.5	60.0
165750.5	60.0
166250.5	60.0
166750.5	60.0
167250.5	60.0
167750.5	60.0
168250.5	60.0
168750.5	60.0
169250.5	59.99637527940555
169750.5	60.0
170250.5	60.0
170750.5	60.0
171250.5	60.0
171750.5	60.0
172250.5	60.0
172750.5	59.99987245440245
173250.5	59.998046875
173750.5	59.99947013049929
174250.5	59.99769864341085
174750.5	60.0
175250.5	60.0
175750.5	60.0
176250.5	59.99933041585958
176750.5	59.99781913346903
177250.5	60.0
177750.5	60.0
178250.5	60.0
178750.5	60.0
179250.5	60.0
179750.5	59.37343459987626
180250.5	60.0
180750.5	60.0
181250.5	60.0
181750.5	60.0
182250.5	60.0
182750.5	60.0
183250.5	60.0
183750.5	60.0
184250.5	59.55722527841138
184750.5	59.99960255951671
185250.5	59.99225493218249
185750.5	59.803870504243186
186250.5	60.0
186750.5	60.0
187250.5	59.994049274233916
187750.5	59.989437987004585
188250.5	59.996207572214146
188750.5	60.0
189250.5	60.0
189750.5	58.57366126511475
190250.5	60.0
190750.5	60.0
191250.5	60.0
191750.5	60.0
192250.5	60.0
192750.5	60.0
193250.5	60.0
193750.5	60.0
194250.5	60.0
194750.5	60.0
195250.5	60.0
195750.5	60.0
196250.5	60.0
196750.5	60.0
197250.5	60.0
197750.5	60.0
198250.5	59.99516908212561
198750.5	59.99687841423443
199250.5	60.0
199750.5	60.0
