#Position (bp)	insert size
108750.5	349.45098039215685
109250.5	350.0869565217391
109750.5	347.3018867924528
110250.5	349.68888888888887
110750.5	350.6585365853659
111250.5	347.4583333333333
111750.5	351.9642857142857
112250.5	350.7916666666667
112750.5	346.4736842105263
113250.5	349.06779661016947
113750.5	497.71824480369514
114250.5	349.1715210355987
114750.5	335.1392405063291
115250.5	349.52
115750.5	271.7464788732394
116250.5	318.54487179487177
116750.5	348.60714285714283
117250.5	348.64516129032256
117750.5	330.6730769230769
118250.5	350.0833333333333
118750.5	345.9166666666667
119250.5	345.3333333333333
119750.5	341.94545454545454
120250.5	351.8305084745763
120750.5	348.33898305084745
121250.5	349.34375
121750.5	349.61538461538464
122250.5	348.3703703703704
122750.5	350.1666666666667
123250.5	348.3636363636364
123750.5	346.675
124250.5	346.97777777777776
124750.5	350.68831168831167
125250.5	347.5
125750.5	553.2531791907514
126250.5	358.38532110091745
126750.5	279.7983870967742
127250.5	350.6279069767442
127750.5	345.6521739130435
128250.5	349.3720930232558
128750.5	349.57142857142856
129250.5	348.3478260869565
129750.5	349.72727272727275
130250.5	350.8292682926829
130750.5	350.20338983050846
131250.5	346.2881355932203
131750.5	349.3125
132250.5	348.6
132750.5	349.3018867924528
133250.5	348.9375
133750.5	351.3333333333333
134250.5	348.87142857142857
134750.5	348.0806451612903
135250.5	350.77777777777777
135750.5	350.30232558139534
136250.5	347.3125
136750.5	350.5531914893617
137250.5	347.41509433962267
137750.5	4532.1578947368425
138250.5	663.9897084048027
138750.5	349.9358407079646
139250.5	1781.5217391304348
139750.5	346.6363636363636
140250.5	350.6216216216216
140750.5	347.5744680851064
141250.5	350.6595744680851
141750.5	201.04444444444445
142250.5	350.19642857142856
142750.5	351.75
143250.5	350.5
143750.5	348.64
144250.5	350.83870967741933
144750.5	338.87719298245617
145250.5	321.2909090909091
145750.5	345.90697674418607
146250.5	347.175
146750.5	349.92063492063494
147250.5	350.82456140350877
147750.5	349.21276595744683
148250.5	350.94642857142856
148750.5	350.7073170731707
149250.5	349.1509433962264
149750.5	350.1190476190476
150250.5	349.51785714285717
150750.5	350.9230769230769
151250.5	348.52777777777777
151750.5	347.8181818181818
152250.5	348.77272727272725
152750.5	349.6585365853659
153250.5	348.77358490566036
153750.5	350.0
154250.5	351.5192307692308
154750.5	348.44444444444446
155250.5	343.8
155750.5	343.5652173913044
156250.5	353.3255813953488
156750.5	349.7391304347826
157250.5	346.7903225806452
157750.5	348.6
158250.5	349.6
158750.5	348.39130434782606
159250.5	351.3333333333333
159750.5	350.6923076923077
160250.5	347.69135802469134
160750.5	351.0449438202247
161250.5	339.42857142857144
161750.5	337.22641509433964
162250.5	293.37704918032784
162750.5	348.1111111111111
163250.5	347.0
163750.5	349.2448979591837
164250.5	350.3191489361702
164750.5	349.6
165250.5	348.31481481481484
165750.5	350.95454545454544
166250.5	349.8103448275862
166750.5	350.96610169491527
167250.5	348.34615384615387
167750.5	347.4230769230769
168250.5	343.3720930232558
168750.5	336.85185185185185
169250.5	347.08620689655174
169750.5	335.0
170250.5	334.3658536585366
170750.5	349.125
171250.5	349.125
171750.5	340.92
172250.5	342.48837209302326
172750.5	343.0238095238095
173250.5	384.8125
173750.5	309.2230215827338
174250.5	194.41176470588235
174750.5	350.77777777777777
175250.5	349.9130434782609
175750.5	346.8888888888889
176250.5	278.4587628865979
176750.5	222.56756756756758
177250.5	342.8095238095238
177750.5	341.72222222222223
178250.5	350.15384615384613
178750.5	349.22222222222223
179250.5	350.8679245283019
179750.5	273.5806451612903
180250.5	349.15909090909093
180750.5	350.6304347826087
181250.5	349.5925925925926
181750.5	322.525
182250.5	308.07272727272726
182750.5	352.1090909090909
183250.5	348.98
183750.5	346.4310344827586
184250.5	382.1868978805395
184750.5	342.89071038251365
185250.5	315.87307692307695
185750.5	326.59124087591243
186250.5	345.9736842105263
186750.5	347.90697674418607
187250.5	326.1025641025641
187750.5	320.7755102040816
188250.5	348.7307692307692
188750.5	347.531914893617
189250.5	350.52
189750.5	359.56410256410254
190250.5	347.4375
190750.5	349.64102564102564
191250.5	346.4146341463415
191750.5	342.0416666666667
192250.5	347.3783783783784
192750.5	349.4736842105263
193250.5	350.27272727272725
193750.5	337.9491525423729
194250.5	347.9642857142857
194750.5	349.4347826086956
195250.5	349.0
195750.5	338.8085106382979
196250.5	334.11475409836066
196750.5	348.63829787234044
197250.5	350.6530612244898
197750.5	349.80434782608694
198250.5	350.04545454545456
198750.5	348.5507246376812
199250.5	350.6730769230769
199750.5	296.0
