#Position (bp)	mapping quality
72750.5	60.0
73250.5	59.9851268815006
73750.5	60.0
74250.5	60.0
74750.5	59.89496021220159
75250.5	59.8304383197979
75750.5	60.0
76250.5	59.999392118380605
76750.5	60.0
77250.5	59.913351781390524
77750.5	59.77590075227663
78250.5	60.0
78750.5	60.0
79250.5	59.99648835303758
79750.5	58.997111019397444
80250.5	60.0
80750.5	59.85424445544109
81250.5	59.99864859647091
81750.5	60.0
82250.5	60.0
82750.5	60.0
83250.5	60.0
83750.5	58.91320754716981
84250.5	60.0
84750.5	59.998242067328825
85250.5	60.0
85750.5	59.47834528405957
86250.5	60.0
86750.5	60.0
87250.5	60.0
87750.5	60.0
88250.5	60.0
88750.5	60.0
89250.5	60.0
89750.5	60.0
90250.5	59.99928014607767
90750.5	59.40281827864988
91250.5	60.0
91750.5	59.88683651804671
92250.5	60.0
92750.5	60.0
93250.5	60.0
93750.5	60.0
94250.5	60.0
94750.5	60.0
95250.5	60.0
95750.5	60.0
96250.5	60.0
96750.5	60.0
97250.5	60.0
97750.5	60.0
98250.5	60.0
98750.5	60.0
99250.5	59.996506143364584
99750.5	59.40599310527711
100250.5	60.0
100750.5	60.0
101250.5	60.0
101750.5	60.0
102250.5	60.0
102750.5	60.0
103250.5	60.0
103750.5	60.0
104250.5	60.0
104750.5	60.0
105250.5	60.0
105750.5	60.0
106250.5	59.99865566210678
106750.5	60.0
107250.5	60.0
107750.5	60.0
108250.5	60.0
108750.5	60.0
109250.5	60.0
109750.5	60.0
110250.5	60.0
110750.5	60.0
111250.5	60.0
111750.5	60.0
112250.5	59.996563770688965
112750.5	60.0
113250.5	60.0
113750.5	60.0
114250.5	60.0
114750.5	59.99597585513079
115250.5	60.0
115750.5	60.0
116250.5	60.0
116750.5	60.0
117250.5	60.0
117750.5	60.0
118250.5	60.0
118750.5	60.0
119250.5	60.0
119750.5	59.995745887691434
120250.5	60.0
120750.5	60.0
121250.5	59.06704814031596
121750.5	60.0
122250.5	59.996338114128775
122750.5	60.0
123250.5	60.0
123750.5	60.0
124250.5	60.0
124750.5	59.99938961650477
125250.5	60.0
125750.5	60.0
126250.5	60.0
126750.5	60.0
127250.5	60.0
127750.5	60.0
128250.5	60.0
128750.5	60.0
129250.5	60.0
129750.5	59.99073072763788
130250.5	59.99935431065842
130750.5	59.88900206351404
131250.5	60.0
131750.5	60.0
132250.5	60.0
132750.5	60.0
133250.5	60.0
133750.5	59.82916122909005
134250.5	60.0
134750.5	60.0
135250.5	59.99635922330097
135750.5	60.0
136250.5	59.99906128469894
136750.5	60.0
137250.5	60.0
137750.5	60.0
138250.5	58.14812013011574
138750.5	60.0
139250.5	60.0
139750.5	60.0
140250.5	60.0
140750.5	60.0
141250.5	60.0
141750.5	58.9936421435059
142250.5	60.0
142750.5	60.0
143250.5	60.0
143750.5	60.0
144250.5	60.0
144750.5	60.0
145250.5	60.0
145750.5	60.0
146250.5	60.0
146750.5	60.0
147250.5	60.0
147750.5	60.0
148250.5	60.0
148750.5	60.0
149250.5	60.0
149750.5	60.0
150250.5	60.0
150750.5	60.0
151250.5	60.0
151750.5	60.0
152250.5	60.0
152750.5	60.0
153250.5	59.999876182019506
153750.5	59.999501681823844
154250.5	60.0
154750.5	60.0
155250.5	60.0
155750.5	60.0
156250.5	60.0
156750.5	58.62079259646242
157250.5	60.0
157750.5	60.0
158250.5	60.0
158750.5	60.0
159250.5	59.658460001427244
159750.5	59.83799408580696
160250.5	60.0
160750.5	60.0
161250.5	60.0
161750.5	60.0
162250.5	60.0
162750.5	60.0
163250.5	60.0
163750.5	60.0
164250.5	60.0
164750.5	60.0
165250.5	60.0
165750.5	60.0
166250.5	60.0
166750.5	59.99590583418628
167250.5	60.0
167750.5	60.0
168250.5	60.0
168750.5	60.0
169250.5	60.0
169750.5	60.0
170250.5	60.0
170750.5	60.0
171250.5	60.0
171750.5	60.0
172250.5	60.0
172750.5	60.0
173250.5	60.0
173750.5	60.0
174250.5	60.0
174750.5	60.0
175250.5	60.0
175750.5	60.0
176250.5	59.96424714163346
176750.5	60.0
177250.5	59.96851262522623
177750.5	60.0
178250.5	59.98732643980059
178750.5	59.74656810982049
179250.5	60.0
179750.5	60.0
180250.5	60.0
180750.5	60.0
181250.5	60.0
181750.5	60.0
182250.5	60.0
182750.5	59.993802956984105
183250.5	60.0
183750.5	60.0
184250.5	60.0
184750.5	60.0
185250.5	60.0
185750.5	60.0
186250.5	60.0
186750.5	60.0
187250.5	59.99757894372774
187750.5	60.0
188250.5	60.0
188750.5	58.95257164309849
189250.5	60.0
189750.5	60.0
190250.5	60.0
190750.5	60.0
191250.5	60.0
191750.5	60.0
192250.5	59.99773316062176
192750.5	60.0
193250.5	60.0
193750.5	60.0
194250.5	60.0
194750.5	60.0
195250.5	60.0
195750.5	59.98240837696335
196250.5	59.999851683602984
196750.5	58.41127952346871
197250.5	60.0
197750.5	60.0
198250.5	58.650948551799516
198750.5	60.0
199250.5	60.0
199750.5	60.0
