#Position (bp)	insert size
93750.5	346.1489361702128
94250.5	319.4468085106383
94750.5	346.89830508474574
95250.5	348.8833333333333
95750.5	349.5098039215686
96250.5	349.0238095238095
96750.5	347.30645161290323
97250.5	350.4047619047619
97750.5	349.7962962962963
98250.5	350.3636363636364
98750.5	332.4074074074074
99250.5	351.2037037037037
99750.5	353.05882352941177
100250.5	340.56
100750.5	348.140350877193
101250.5	351.2909090909091
101750.5	352.28125
102250.5	331.09090909090907
102750.5	348.75
103250.5	352.72340425531917
103750.5	347.54545454545456
104250.5	348.92
104750.5	345.54545454545456
105250.5	348.27272727272725
105750.5	227.3144758735441
106250.5	320.8369565217391
106750.5	349.85714285714283
107250.5	349.76
107750.5	351.6190476190476
108250.5	348.1896551724138
108750.5	349.2608695652174
109250.5	347.9347826086956
109750.5	349.37142857142857
110250.5	344.60869565217394
110750.5	349.77777777777777
111250.5	350.57142857142856
111750.5	348.72727272727275
112250.5	346.54901960784315
112750.5	347.89130434782606
113250.5	348.4468085106383
113750.5	350.94029850746267
114250.5	349.52
114750.5	350.90909090909093
115250.5	349.04545454545456
115750.5	347.2105263157895
116250.5	346.8958333333333
116750.5	349.8125
117250.5	349.1525423728813
117750.5	348.1914893617021
118250.5	351.1041666666667
118750.5	348.9148936170213
119250.5	351.1025641025641
119750.5	339.3859649122807
120250.5	340.09302325581393
120750.5	350.64
121250.5	347.3191489361702
121750.5	322.3333333333333
122250.5	351.18367346938777
122750.5	350.90909090909093
123250.5	349.9433962264151
123750.5	6187.666666666667
124250.5	349.6578947368421
124750.5	458.8814159292035
125250.5	348.54943273905997
125750.5	325.9186991869919
126250.5	348.79245283018867
126750.5	347.9230769230769
127250.5	347.3478260869565
127750.5	350.03846153846155
128250.5	349.8627450980392
128750.5	350.8392857142857
129250.5	348.9375
129750.5	538.6660231660231
130250.5	391.58168761220827
130750.5	335.4723926380368
131250.5	350.56
131750.5	349.47727272727275
132250.5	349.2352941176471
132750.5	346.1698113207547
133250.5	351.5
133750.5	348.17391304347825
134250.5	352.1929824561403
134750.5	349.6825396825397
135250.5	350.1132075471698
135750.5	340.07894736842104
136250.5	335.7894736842105
136750.5	341.72093023255815
137250.5	330.54545454545456
137750.5	354.1666666666667
138250.5	355.5660377358491
138750.5	348.57894736842104
139250.5	351.3061224489796
139750.5	348.85714285714283
140250.5	348.1896551724138
140750.5	346.28205128205127
141250.5	349.265625
141750.5	356.4791666666667
142250.5	349.4339622641509
142750.5	348.84615384615387
143250.5	350.4871794871795
143750.5	348.45652173913044
144250.5	350.19642857142856
144750.5	349.47169811320754
145250.5	349.2156862745098
145750.5	349.77777777777777
146250.5	341.76666666666665
146750.5	347.875
147250.5	348.9433962264151
147750.5	352.42857142857144
148250.5	348.9
148750.5	350.52941176470586
149250.5	347.05882352941177
149750.5	352.30434782608694
150250.5	351.54
150750.5	316.55974842767296
151250.5	202.65263157894736
151750.5	351.7826086956522
152250.5	348.6545454545454
152750.5	349.1636363636364
153250.5	357.02763819095475
153750.5	321.6645569620253
154250.5	327.0
154750.5	349.60714285714283
155250.5	349.4655172413793
155750.5	347.64912280701753
156250.5	350.625
156750.5	354.44897959183675
157250.5	350.2857142857143
157750.5	333.7090909090909
158250.5	340.9310344827586
158750.5	351.3181818181818
159250.5	761.5049180327869
159750.5	266.38461538461536
160250.5	352.2037037037037
160750.5	347.28
161250.5	348.8536585365854
161750.5	351.2909090909091
162250.5	346.09375
162750.5	349.5192307692308
163250.5	350.92727272727274
163750.5	346.775
164250.5	349.9642857142857
164750.5	351.32142857142856
165250.5	346.6363636363636
165750.5	350.83720930232556
166250.5	349.7708333333333
166750.5	349.2
167250.5	343.0740740740741
167750.5	343.8863636363636
168250.5	349.734693877551
168750.5	350.05263157894734
169250.5	348.219512195122
169750.5	349.98039215686276
170250.5	350.6
170750.5	350.9
171250.5	347.53846153846155
171750.5	349.94117647058823
172250.5	348.65384615384613
172750.5	350.95
173250.5	347.88461538461536
173750.5	349.02222222222224
174250.5	166.21043165467626
174750.5	335.0192307692308
175250.5	348.2142857142857
175750.5	346.3255813953488
176250.5	493.5982905982906
176750.5	348.6756756756757
177250.5	330.9502762430939
177750.5	351.6875
178250.5	194.74117647058824
178750.5	320.7142857142857
179250.5	346.0
179750.5	334.84615384615387
180250.5	310.98148148148147
180750.5	349.35555555555555
181250.5	350.36170212765956
181750.5	349.62295081967216
182250.5	350.8965517241379
182750.5	316.8703703703704
183250.5	342.0769230769231
183750.5	335.34615384615387
184250.5	332.0816326530612
184750.5	349.93650793650795
185250.5	348.4848484848485
185750.5	349.93023255813955
186250.5	350.26
186750.5	332.55172413793105
187250.5	341.74074074074076
187750.5	349.0153846153846
188250.5	348.06
188750.5	356.9074074074074
189250.5	353.06976744186045
189750.5	347.7692307692308
190250.5	348.925
190750.5	348.0
191250.5	349.25531914893617
191750.5	332.4583333333333
192250.5	346.82978723404256
192750.5	350.42857142857144
193250.5	349.1521739130435
193750.5	349.1136363636364
194250.5	349.1764705882353
194750.5	350.5344827586207
195250.5	351.85714285714283
195750.5	541.680735930736
196250.5	346.4218289085546
196750.5	374.2927927927928
197250.5	350.48837209302326
197750.5	349.2295081967213
198250.5	352.6666666666667
198750.5	348.69565217391306
199250.5	341.6829268292683
199750.5	346.42857142857144
